站点名称,街道地址,城市,州,邮编,站点状态代码,公共可达性分组,开放时间说明,二级充电桩数量,直流快充数量,充电网络,纬度,经度,最近确认日期,开放日期,连接器类型,访问代码,受限访问,EV价格说明
"Thornton, CO - Tesla Supercharger",237 East 120th Avenue,Thornton,CO,80233,E,Public,24 hours daily. NACS partner enabled.,,8,Tesla,39.914831,-104.986678,2026-06-18,2020-02-28,TESLA,public,false,
UCAR & NCAR MESA LAB,Ncar Rd,Boulder,CO,80305,E,Public,24 hours daily,2,,ChargePoint Network,39.978916,-105.273614,2026-07-08,2020-03-14,J1772,public,false,
TOWN OF SILT SILT1,110 S 7th St,Silt,CO,81652,E,Public,24 hours daily,2,,ChargePoint Network,39.54665,-107.65556,2026-07-08,2020-03-20,J1772,public,false,
"Lakewood, CO - Tesla Supercharger",14500 West Colfax Avenue,Lakewood,CO,80401,E,Public,24 hours daily. NACS partner enabled.,,16,Tesla,39.733725,-105.154143,2026-06-18,2020-03-30,TESLA,public,false,
FRA GARAGE FRA GARAGE,12600 E 22nd Ave,Aurora,CO,80045,E,Public,24 hours daily,2,,ChargePoint Network,39.74854,-104.8412,2026-07-08,2020-04-16,J1772,public,false,
PARK-N-RIDE NEW CASTLE 1,774 Burning Mountain Ave,New Castle,CO,81647,E,Public,24 hours daily,2,,ChargePoint Network,39.568153,-107.51792,2026-07-08,2020-04-29,J1772,public,false,
PARK-N-RIDE CARBONDALE 1,429 CO-133,Carbondale,CO,81623,E,Public,24 hours daily,2,,ChargePoint Network,39.40946,-107.22207,2026-07-08,2020-04-29,J1772,public,false,
Adams 12 Five Star Schools,1500 E 126th Ave,Thornton,CO,80241,E,Public,6:30am-10pm M-F,2,,Non-Networked,39.92511237799569,-104.9746027577116,2024-11-06,2020-01-01,J1772,public,false,Free
BOULDER RESERVOIR ST1,5565 51st St,Boulder,CO,80301,E,Public,24 hours daily,2,,ChargePoint Network,40.073731,-105.237044,2026-07-08,2020-05-02,J1772,public,false,
GOLDEN STATIONS VISITORS CENTER,1010 Washington Ave,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.75693,-105.22333,2026-07-08,2020-05-14,J1772,public,false,
DENVER WATER VISITOR,1600 W 12th Ave,Denver,CO,80204,E,Public,24 hours daily,1,,ChargePoint Network,39.733341,-105.009544,2026-07-08,2020-05-20,J1772,public,false,
COWEN DRIVE DC 1,944 Cowen Dr,Carbondale,CO,81623,E,Public,24 hours daily,,1,ChargePoint Network,39.412965,-107.220193,2026-07-08,2020-05-21,CHADEMO J1772COMBO,public,false,
Fairfield Inn & Suites by Marriott Denver Tech Center North,5071 S Syracuse St,Denver,CO,80237,E,Public,24 hours daily; for guest use only,1,,Non-Networked,39.625845,-104.900964,2026-01-13,2020-05-22,J1772,public,true,Free
Fairfield Inn & Suites by Marriott Denver Tech Center North,5071 S Syracuse St,Denver,CO,80237,E,Public,24 hours daily; guest use only,1,,Non-Networked,39.625845,-104.900964,2026-01-13,2020-05-22,TESLA,public,true,
Audi Flatirons,13321 W Midway Blvd,Broomfield,CO,80020,E,Public,24 hours daily,2,,Blink Network,39.938837,-105.125534,2026-07-08,2020-06-05,J1772,public,false,Free
GLENWOOD SPRNGS HYLAND PARK,546 Hyland Park Dr,Glenwood Springs,CO,81601,E,Public,24 hours daily,2,,ChargePoint Network,39.534434,-107.32282,2026-07-08,2020-06-05,J1772,public,false,
GLENWOOD SPRNGS CITY HALL,101 8th St,Glenwood Springs,CO,81601,E,Public,24 hours daily,2,,ChargePoint Network,39.54706,-107.327827,2026-07-08,2020-06-05,J1772,public,false,
SECPA MAIN OFFICE,27850 Harris Rd,La Junta,CO,81050,E,Public,24 hours daily,2,,ChargePoint Network,38.039196,-103.51317,2026-07-08,2020-06-05,J1772,public,false,
GLENWOOD SPRNGS PARKING GARAGE,900 Cooper Ave,Glenwood Springs,CO,81601,E,Public,24 hours daily,2,,ChargePoint Network,39.544855,-107.324023,2026-07-08,2020-06-05,J1772,public,false,
CDPHE BLDG B 1,700 S Ash St,Denver,CO,80246,E,Public,"Mon: 12:00am-6:00am, 6:00pm-11:59pm; Tue: 12:00am-6:00am, 6:00pm-11:59pm; Wed: 12:00am-6:00am, 6:00pm-11:59pm; Thu: 12:00am-6:00am, 6:00pm-11:59pm; Fri: 12:00am-6:00am, 6:00pm-11:59pm; Sat: 12:15am-11:59pm; Sun: 12:15am-11:59pm",2,,ChargePoint Network,39.703957,-104.937386,2026-07-08,2020-06-12,J1772,public,false,
UNIV OF DENVER LAW GARAGE 1,2054-2062 S Gaylord St,Denver,CO,80210,E,Public,24 hours daily,2,,ChargePoint Network,39.679752,-104.96135,2026-07-08,2020-06-12,J1772,public,false,
HYATT GARAGE 4TH FL SOUTH,13200 E. 14th Pl.,Aurora,CO,80011,E,Public,24 hours daily,2,,ChargePoint Network,39.73768,-104.83542,2026-07-08,2020-06-12,J1772,public,false,
HYATT GARAGE 5TH FL,13200 E 14th Pl,Aurora,CO,80011,E,Public,24 hours daily,2,,ChargePoint Network,39.737521,-104.835359,2026-07-08,2020-06-12,J1772,public,false,
UNIV OF DENVER P GARAGE 1,2300-2398 S York St,Denver,CO,80210,E,Public,24 hours daily,2,,ChargePoint Network,39.673728,-104.9602,2026-07-08,2020-06-12,J1772,public,false,
UNIV OF DENVER EVANS GARAGE 1,1942-1998 Evans Ave,Denver,CO,80210,E,Public,24 hours daily,2,,ChargePoint Network,39.677965,-104.964159,2026-07-08,2020-06-12,J1772,public,false,
STATION 1 VATP 2,1248 S Hover Rd,Longmont,CO,80501,E,Public,24 hours daily,2,,ChargePoint Network,40.147085,-105.128485,2026-07-08,2020-06-12,J1772,public,false,
CENTRAL-PARK DENVER RTD 1,8200 Smith Rd,Denver,CO,80238,E,Public,24 hours daily,2,,ChargePoint Network,39.769293,-104.890652,2026-07-08,2020-06-12,J1772,public,false,
SPRING CREEK PARKING LOT #1,320 Homestead Pkwy,Longmont,CO,80504,E,Public,24 hours daily,2,,ChargePoint Network,40.199382,-105.087495,2026-07-08,2020-06-12,J1772,public,false,
COLO STATE UNIV RESEARCH BLVD 1,2400 Research Blvd,Fort Collins,CO,80526,E,Public,24 hours daily,2,,ChargePoint Network,40.55666,-105.086678,2026-07-08,2020-06-12,J1772,public,false,
COLO STATE UNIV RESEARCH BLVD 2,2400 Research Blvd,Fort Collins,CO,80526,E,Public,24 hours daily,2,,ChargePoint Network,40.556718,-105.086778,2026-07-08,2020-06-12,J1772,public,false,
ASPEN STATION ASPEN STATION,18837-18863 E Baltic Pl,Aurora,CO,80013,E,Public,24 hours daily,2,,ChargePoint Network,39.67996,-104.769458,2026-07-08,2020-06-12,J1772,public,false,
NATURE CONSVNCY BOULDER PUBLIC,2424 Spruce St,Boulder,CO,80302,E,Public,24 hours daily,1,,ChargePoint Network,40.02202,-105.264427,2026-07-08,2020-06-12,J1772,public,false,
SOLAIRE EV SOLAIRE SHOPPES,8901 N Harlan St,Westminster,CO,80031,E,Public,24 hours daily,2,,ChargePoint Network,39.858299,-105.064885,2026-07-08,2020-06-12,J1772,public,false,
CRESTLINE CRESTLINE,5398 S Rio Grande St,Littleton,CO,80165,E,Public,24 hours daily,2,,ChargePoint Network,39.618659,-105.01279,2026-07-08,2020-06-12,J1772,public,false,
COLO STATE UNIV LAKE ST 1A,323 W Lake St,Fort Collins,CO,80521,E,Public,24 hours daily,2,,ChargePoint Network,40.568283,-105.083006,2026-07-08,2020-06-12,J1772,public,false,
VAIL PARKING VILLAGE LEVEL 2,241 E Meadow Dr,Vail,CO,81657,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2,,ChargePoint Network,39.642234,-106.371786,2026-07-08,2020-06-12,J1772,public,false,
VAIL PARKING VILLAGE 3 WEST2,241 East Medow Dr.,Vail,CO,81657,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2,,ChargePoint Network,39.6421,-106.37264,2026-07-08,2020-06-12,J1772,public,false,
COLO STATE UNIV LAKE ST 1B,1508 Center Ave.,Fort Collins,CO,80521,E,Public,24 hours daily,2,,ChargePoint Network,40.568588,-105.083449,2026-07-08,2020-06-12,J1772,public,false,
WYNDHAM BLDG 6 VILLAGE STAT 1,900 Pine Grove Cir,Steamboat Springs,CO,80487,E,Public,24 hours daily,1,,ChargePoint Network,40.45606,-106.816772,2026-07-08,2020-06-12,J1772,public,false,
AMG & FANUM AMG MAIN LOT 1,6295 Greenwood Plaza Blvd,Greenwood Village,CO,80111,E,Public,24 hours daily,2,,ChargePoint Network,39.603034,-104.896014,2026-07-08,2020-06-12,J1772,public,false,
CCD CHARGING. TRADING POST 2,17900 Trading Post Rd,Morrison,CO,80465,E,Public,24 hours daily,2,,ChargePoint Network,39.664114,-105.202624,2026-07-08,2020-06-12,J1772,public,false,
ROCHESTER HTL STATION 1,712 E 2nd Ave,Durango,CO,81301,E,Public,24 hours daily,2,,ChargePoint Network,37.271122,-107.879395,2026-07-08,2020-06-12,J1772,public,false,
GOLDEN STATIONS ASTOR HOUSE,820 12th Street,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.7552,-105.222252,2026-07-08,2020-06-12,J1772,public,false,
GOLDEN STATIONS 12TH ST GARAGE,702 12th St.,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.756293,-105.220778,2026-07-08,2020-06-12,J1772,public,false,
GOLDEN REAL EST GOLDEN RE 1,17695 S Golden Rd,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.741532,-105.199521,2026-07-08,2020-06-12,J1772,public,false,
GOLDEN STATIONS JACKSON ST GAR1,1250 Jackson St,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.756284,-105.220757,2026-07-08,2020-06-12,J1772,public,false,
GOLDEN STATIONS CITY HALL ANNEX,1000 10th St,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.756445,-105.225926,2026-07-08,2020-06-12,J1772,public,false,
SPIRE - DENVER SPIRE 1,891 14th St,Denver,CO,80202,E,Public,24 hours daily,1,,ChargePoint Network,39.744844,-104.995854,2026-07-08,2020-06-12,J1772,public,false,
COLO STATE UNIV USC 1,601 S Howes St,Fort Collins,CO,80521,E,Public,24 hours daily,2,,ChargePoint Network,40.579815,-105.081439,2026-07-08,2020-06-12,J1772,public,false,
FM EV STATION 1 FIRST & MAIN PK,3100-3498 Cinema Point,Colorado Springs,CO,80922,E,Public,24 hours daily,2,,ChargePoint Network,38.880674,-104.717103,2026-07-08,2020-06-12,J1772,public,false,
CITY OF AURORA AMC LOT C #2,15151 E Alameda Pkwy,Aurora,CO,80012,E,Public,24 hours daily,2,,ChargePoint Network,39.711194,-104.811818,2026-07-08,2020-06-12,J1772,public,false,
CDPHE BLDG B 2,700 S Ash St,Glendale,CO,80246,E,Public,24 hours daily,2,,ChargePoint Network,39.703957,-104.93742,2026-07-08,2020-06-14,J1772,public,false,
GVP GVP STATION 1,845 22 Rd,Grand Junction,CO,81505,E,Public,24 hours daily,2,,ChargePoint Network,39.127054,-108.645768,2026-07-08,2020-06-16,J1772,public,false,
ROCKY MTN AUTO STATION 1,4929 Carrera Point,Colorado Springs,CO,80923,E,Public,24 hours daily,2,,ChargePoint Network,38.936586,-104.737373,2026-07-08,2020-06-21,J1772,public,false,
"Centennial, CO - Tesla Supercharger",9555 East County Line Road,Centennial,CO,80112,E,Public,24 hours daily. NACS partner enabled.,,12,Tesla,39.567251,-104.877918,2026-06-18,2020-06-13,TESLA,public,false,
BELMAR LIBRARY BELMAR 1,555 S Allison Pkwy,Lakewood,CO,80226,E,Public,24 hours daily,2,,ChargePoint Network,39.706097,-105.08348,2026-07-08,2020-06-23,J1772,public,false,
FORT COLLINS SENIOR CENTER,1200 Raintree Dr,Fort Collins,CO,80526,E,Public,24 hours daily,2,,ChargePoint Network,40.5555,-105.09868,2026-07-08,2020-06-25,J1772,public,false,
GCEA EV STATION DCFC CB FIRE,306 Maroon Ave,Crested Butte,CO,81224,E,Public,24 hours daily,,1,ChargePoint Network,38.870388,-106.98525,2026-07-08,2020-07-01,CHADEMO J1772COMBO,public,false,
GCEA EV STATION DCFC LAKE CITY,100 Bluff St,Lake City,CO,81235,E,Public,24 hours daily,,1,ChargePoint Network,38.026382,-107.319733,2026-07-08,2020-07-01,CHADEMO J1772COMBO,public,false,
FORT COLLINS PRPA WEST,2000 E Horsetooth Rd,Fort Collins,CO,80525,E,Public,24 hours daily,2,,ChargePoint Network,40.53833,-105.04207,2026-07-08,2020-07-02,J1772,public,false,
FORT COLLINS CIVIC CENTER,120 N Mason St,Fort Collins,CO,80524,E,Public,24 hours daily,2,,ChargePoint Network,40.58796,-105.078489,2026-07-08,2020-07-02,J1772,public,false,
FORT COLLINS FIREHOUSE ALLEY,130 Chestnut St,Fort Collins,CO,80524,E,Public,24 hours daily,2,,ChargePoint Network,40.587962,-105.073151,2026-07-08,2020-07-02,J1772,public,false,
FORT COLLINS SOUTH TRANSIT,4915 Fossil Blvd,Fort Collins,CO,80525,E,Public,24 hours daily,2,,ChargePoint Network,40.51831,-105.07992,2026-07-08,2020-07-02,J1772,public,false,
FORT COLLINS EPIC ICE CENTER,1801 Riverside Ave,Fort Collins,CO,80525,E,Public,24 hours daily,2,,ChargePoint Network,40.562767,-105.04675,2026-07-08,2020-07-02,J1772,public,false,
Eastman Tolmar,9351 Eastman Park Dr,Windsor,CO,80550,E,Private,8am-5pm M-F,4,,AMPUP,40.466091,-104.882949,2024-12-10,2020-07-03,J1772,private,,
RWEPOA TOPAZ VILLAGE MARKET,34295 US-6,Edwards,CO,81632,E,Public,24 hours daily,,1,ChargePoint Network,39.643138,-106.592174,2026-07-08,2020-07-10,CHADEMO J1772COMBO,public,false,
Tru By Hilton Denver Airport Tower Road,6951 N Yampa St,Denver,CO,80249,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily; for guest use only,1,,Non-Networked,39.823081,-104.775506,2026-01-13,2020-07-10,J1772,public,true,Free
Tru By Hilton Denver Airport Tower Road,6951 N Yampa St,Denver,CO,80249,E,Public,24 hours daily; for customer use only,1,,Non-Networked,39.823033,-104.775506,2026-01-13,2020-07-10,TESLA,public,true,
Hampton Inn & Suites Denver/Airport - Gateway Park,4310 Airport Way,Denver,CO,80239,E,Public,24 hours daily; for guest use only,2,,Non-Networked,39.774837,-104.79489,2026-01-13,2020-07-10,J1772,public,true,Free
ParkDIA,25200 E 68th Ave,Aurora,CO,80019,E,Public,24 hours daily; pay lot,12,,Non-Networked,39.819202,-104.691079,2024-02-12,2020-07-10,J1772,public,false,Free
ECG SERVICE CTR 2,3299 Cooley Mesa Rd,Gypsum,CO,81637,E,Public,24 hours daily,2,,ChargePoint Network,39.639029,-106.943272,2026-07-08,2020-07-15,J1772,public,false,
TOWERLOT STATION 1,6692 Tower Rd,Denver,CO,80249,E,Public,24 hours daily,2,,ChargePoint Network,39.817905,-104.77099,2026-07-08,2020-07-15,J1772,public,false,
"Walmart 3867 (Westminster, CO)",200 W. 136th Ave,Westminster,CO,80234,E,Public,24 hours daily,,3,Electrify America,39.94117,-104.99198,2026-07-08,2020-07-21,J1772COMBO,public,false,
"Walmart 986 (Frisco, CO)",840 Summit Blvd,Frisco,CO,80443,E,Public,24 hours daily,,4,Electrify America,39.58664,-106.09525,2026-07-08,2020-07-24,J1772COMBO,public,false,
ECG JUSTICE CTR 1,955 Chambers Ave,Eagle,CO,81631,E,Public,24 hours daily,2,,ChargePoint Network,39.663905,-106.816998,2026-07-08,2020-07-28,J1772,public,false,
ECG AIRPORT ADMIN 1,219 Eldon Wilson Rd,Gypsum,CO,81637,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2,,ChargePoint Network,39.639696,-106.916157,2026-07-08,2020-07-28,J1772,public,false,
LINK@LOUISVILLE IPXI CENTENNIAL,248 Centennial Pkwy,Louisville,CO,80027,E,Public,24 hours daily,2,,ChargePoint Network,39.9676,-105.16982,2026-07-08,2020-07-28,J1772,public,false,
ECG AIRPORT DC 1,216 Eldon Wilson Rd,Gypsum,CO,81637,E,Public,24 hours daily,,1,ChargePoint Network,39.639872,-106.911927,2026-07-08,2020-08-01,CHADEMO J1772COMBO,public,false,
ECG AIRPORT DC 2,216 Eldon Wilson Rd,Gypsum,CO,81637,E,Public,24 hours daily,,1,ChargePoint Network,39.639857,-106.912042,2026-07-08,2020-08-01,CHADEMO J1772COMBO,public,false,
TANGENT STATION 1,4300 S Monaco St,Denver,CO,80237,E,Public,24 hours daily,2,,ChargePoint Network,39.637547,-104.91135,2026-07-08,2020-08-01,J1772,public,false,
Denver International Airport - Airside,26410 E 78th Ave,Denver,CO,80249,E,Private,,7,,Non-Networked,39.8379461,-104.6821782,2024-09-12,2020-04-10,J1772,private,,
Denver Museum of Nature & Science,2001 Colorado Blvd,Denver,CO,80205,E,Public,Business hours only; pay lot,3,,Non-Networked,39.74843249079493,-104.9428473830505,2024-09-12,2020-04-10,J1772,public,false,
Colorado Energy Management,2575 Park Ln,Lafayette,CO,80026,E,Private,,2,,Non-Networked,40.01232381889643,-105.1254816327881,2024-09-12,2020-04-10,J1772,private,,
Olde Town Transit Hub,7510 Grandview Ave,Arvada,CO,80002,E,Public,24 hours daily,8,,Non-Networked,39.798690067098,-105.07985229189,2024-09-12,2020-04-10,J1772,public,false,
Vestas Brighton Blades,1500 E Crown Prince Blvd,Brighton,CO,80603,E,Private,,1,,Non-Networked,40.019901,-104.807239,2024-09-12,2020-04-10,J1772,private,,
Boulder Valley School District,6600 Arapahoe Rd,Boulder,CO,80303,E,Private,,2,,Non-Networked,40.0138108415424,-105.198047486934,2024-09-12,2020-04-10,J1772,private,,
Iliff Garage,14000 E Wesley Ave,Aurora,CO,80014,E,Public,24 hours daily,6,,Non-Networked,39.6731311152561,-104.825241113824,2024-09-12,2020-04-10,J1772,public,false,
Anthem Blue Cross Blue Shield,700 Broadway,Denver,CO,80203,E,Public,24 hours daily,2,,Non-Networked,39.72828485966664,-104.9867615020996,2024-09-12,2020-04-10,J1772,public,false,
Boulder Valley School District - Transportation,1220 Rock Creek Cir,Lafayette,CO,80026,E,Private,,2,,Non-Networked,39.975394,-105.072728,2024-09-12,2020-04-10,J1772,private,,
Alicia Sanchez Elementary,655 Sir Galahad Dr,Lafayette,CO,80026,E,Private,,2,,Non-Networked,39.98982734151937,-105.0839801155914,2024-08-15,2020-04-10,J1772,private,,
Behavior Analyst Certification Board,7950 Shaffer Pkwy,Littleton,CO,80127,E,Public,24 hours daily,4,,Non-Networked,39.5726649702403,-105.1294663469436,2024-09-12,2020-04-10,J1772,public,false,
Denver Regional Transportation District,2701 S Elati St,Englewood,CO,80110,E,Private,,2,,Non-Networked,39.6671689,-104.9960224,2024-08-15,2020-04-10,J1772,private,,
First Bank,12345 W Colfax Ave,Lakewood,CO,80215,E,Private,,5,,Non-Networked,39.7404428,-105.13865,2024-09-12,2020-04-10,J1772,private,,
AMG National Bank & Trust,6295 Greenwood Plaza Blvd,Greenwood Village,CO,80111,E,Public,24 hours daily,2,,Non-Networked,40.01598,-105.279814,2024-09-12,2020-04-10,J1772,public,false,
Orchard Town Center,14697 Delaware St,Westminster,CO,80023,E,Public,24 hours daily,1,,Non-Networked,39.9618016,-104.9944704,2024-09-12,2020-04-10,J1772,public,false,
Boulder Income Partners,5775 Flatiron Pkwy,Boulder,CO,80301,E,Public,6:30pm-5:30am daily,10,,ChargePoint Network,40.0228844,-105.2222518,2024-09-12,2020-04-10,J1772,public,false,
Lakewood Police Garage,445 S Allison Pkwy,Lakewood,CO,80226,E,Private,,6,,Non-Networked,39.7076054153727,-105.0859633081818,2026-02-13,2020-04-10,J1772,private,,
Boulder County,515 Coffman St,Longmont,CO,80501,E,Private,,4,,Non-Networked,40.1697298704758,-105.104244148792,2024-09-12,2020-04-10,J1772,private,,
Boulder County - Building Services,2020 13th St,Boulder,CO,80302,E,Public,24 hours daily,4,,Non-Networked,40.0188804371733,-105.27860459632,2024-09-12,2020-04-10,J1772,public,false,
Boulder County,3400 Broadway,Boulder,CO,80304,E,Public,24 hours daily,2,,Non-Networked,40.0376048717652,-105.281070056109,2024-09-12,2020-04-10,J1772,public,false,
Boulder County,2525 13th St,Boulder,CO,80304,E,Private,,2,,Non-Networked,40.02392974266758,-105.2810665462799,2024-09-12,2020-04-10,J1772,private,,
Golden One Properties,6201 Spine Rd,Boulder,CO,80301,E,Private,,4,,Non-Networked,40.067729,-105.208508,2024-09-12,2020-04-10,J1772,private,,
Seagate Tech,389 Disc Dr,Longmont,CO,80503,E,Private,,5,,Non-Networked,40.15418159497144,-105.1734671811981,2024-09-12,2020-04-10,J1772,private,,
Boulder Valley School District,1951 63rd St,Boulder,CO,80301,E,Private,,4,,Non-Networked,40.0209299,-105.2102655,2024-09-12,2020-04-10,J1772,private,,
Colorado Department of Agriculture,305 Interlocken Pkwy,Broomfield,CO,80201,E,Public,24 hours daily,2,,Non-Networked,39.91769510066754,-105.1124760462799,2024-09-12,2020-04-10,J1772,public,false,
Colorado Department of Agriculture,300 S Technology Ct,Broomfield,CO,80021,E,Public,24 hours daily,2,,Non-Networked,39.91771217421488,-105.112463201297,2024-09-12,2020-04-10,J1772,public,false,
Boulder Prep HS,5075 Chaparral Ct,Boulder,CO,80301,E,Private,,2,,Non-Networked,40.066916,-105.202994,2024-09-12,2020-04-10,J1772,private,,
Mile High United Way,711 Park Ave W,Denver,CO,80205,E,Private,,4,,Non-Networked,39.7523,-104.984025,2024-09-12,2020-04-10,J1772,private,,
Colorado Department of Public Safety CBI Headquarters,700 Kipling St,Lakewood,CO,80215,E,Private,,6,,Non-Networked,39.726793,-105.107297,2024-09-12,2020-04-10,J1772,private,,
Atkinson Noland,2655 Crescent Dr,Lafayette,CO,80026,E,Private,,1,,Non-Networked,39.9662703,-105.089989,2024-09-12,2020-04-10,J1772,private,,
Boulder County,1300 Spruce St,Boulder,CO,80302,E,Public,24 hours daily,4,,Non-Networked,40.0194304561798,-105.279044031104,2024-09-12,2020-04-10,J1772,public,false,
Colorado Department of Transportation - Maintenance Training Academy,15285 S Golden Rd,Golden,CO,80401,E,Public,24 hours daily,2,,Non-Networked,39.73412288909372,-105.1696222392174,2024-09-12,2020-04-10,J1772,public,false,
Colorado Department of Transportation,18500 E Colfax Ave,Aurora,CO,80011,E,Public,24 hours daily,2,,Non-Networked,39.739526,-104.771248,2024-09-12,2020-04-10,J1772,public,false,
Industry Denver,3827 N Lafayette St,Denver,CO,80205,E,Private,,4,,Non-Networked,39.769868,-104.970297,2024-09-12,2020-04-10,J1772,private,,
Whole Foods Market,2905 Pearl St,Boulder,CO,80301,E,Public,24 hours daily,2,,Non-Networked,40.023802,-105.25591,2024-09-12,2020-04-10,J1772,public,false,
DPAC GARAGE 1 PERFRMNG ARTS 1,1000 14th St,Denver,CO,80202,E,Public,24 hours daily,2,,ChargePoint Network,39.74517,-104.998184,2026-07-08,2020-08-07,J1772,public,false,
DPAC GARAGE 2 PERFRMNG ARTS 2,1000 14th St.,Denver,CO,80202,E,Public,24 hours daily,2,,ChargePoint Network,39.74512,-104.9983,2026-07-08,2020-08-07,J1772,public,false,
